City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,campo mourao,-24.0456,-52.3831,20.89,99,100,3.23,BR,1738844427
295,chyorny yar,48.0624,46.1091,0.69,59,20,6.5,RU,1738844428
296,zahedan,29.4963,60.8629,11.95,20,75,8.23,IR,1738844430
297,olinda,-8.0089,-34.8553,27.85,83,100,3.6,BR,1738844350
298,yinchuan,38.4681,106.2731,-11.55,37,16,6.99,CN,1738844168
299,farafangana,-22.8167,47.8333,26.57,86,99,2.81,MG,1738844344
300,blenheim,-41.516,173.9528,13.16,92,74,1.08,NZ,1738844434
301,kaga bandoro,6.9896,19.1874,40.5,10,75,2.68,CF,1738844435
302,coquimbo,-29.9533,-71.3436,16.85,88,75,1.03,CL,1738844436
303,rio claro,-22.4114,-47.5614,24.66,84,100,1.34,BR,1738844437
304,aitape,-3.1374,142.3475,26.12,85,100,0.46,PG,1738844438
305,alofi,-19.0595,-169.9187,23.94,100,92,0.0,NU,1738844439
306,nadi,-17.8,177.4167,28.0,78,40,4.12,FJ,1738844440
307,jaru,-10.4389,-62.4664,23.74,95,100,0.62,BR,1738844441
308,motygino,58.1831,94.7592,-23.32,100,99,0.35,RU,1738844443
309,richards bay,-28.783,32.0377,27.87,72,75,6.6,ZA,1738844444
310,pandan,14.0453,124.1694,25.35,90,99,8.36,PH,1738844445
311,neuruppin,52.9282,12.8031,4.72,86,100,2.5,DE,1738844446
312,akureyri,65.6835,-18.0878,5.96,93,100,19.55,IS,1738844447
313,panguipulli,-39.6333,-72.3333,12.42,82,68,0.39,CL,1738844449
314,narasannapeta,18.4167,84.05,26.76,67,17,3.9,IN,1738844450
315,nchelenge,-9.3451,28.734,24.42,69,100,0.76,ZM,1738844451
316,whitecourt,54.1502,-115.6855,-12.47,87,100,3.86,CA,1738844452
317,kirillov,59.863,38.3813,-0.89,87,100,1.38,RU,1738844453
318,tateyama,34.9833,139.8667,6.64,55,76,8.31,JP,1738844454
319,claveria,18.6074,121.0832,23.4,91,98,7.09,PH,1738844455
320,mount gambier,-37.8333,140.7667,16.09,98,2,2.99,AU,1738844417
321,borogontsy,62.6683,131.1683,-38.13,100,33,1.87,RU,1738844457
322,tsiombe,-25.3,45.4833,28.28,80,50,3.13,MG,1738844458
323,chernyshevskiy,63.0128,112.4714,-31.6,97,89,2.1,RU,1738844459
324,wynyard,-41.0,145.7167,18.44,92,100,5.81,AU,1738844460
325,bandundu,-3.3167,17.3667,31.35,53,71,1.62,CD,1738844461
326,dunedin,-45.8742,170.5036,11.0,89,60,3.3,NZ,1738844462
327,fort mcmurray,56.7268,-111.381,-13.23,78,100,2.57,CA,1738844463
328,al ghayzah,16.2079,52.176,24.15,56,7,5.74,YE,1738844464
329,jalingo,8.8833,11.3667,38.28,8,2,2.68,NG,1738844466
330,illizi,26.4833,8.4667,25.76,17,0,0.82,DZ,1738844467
331,saudarkrokur,65.7461,-19.6394,6.59,90,100,16.37,IS,1738844468
332,porto novo,6.4965,2.6036,31.9,51,25,4.5,BJ,1738844469
333,soio,-6.1349,12.3689,28.72,70,69,4.31,AO,1738844470
334,vadso,70.0744,29.7487,-0.91,69,0,3.6,NO,1738844319
335,cooma,-36.2333,149.1333,17.62,92,73,1.91,AU,1738844472
336,xilin hot,43.9667,116.0333,-22.53,76,57,6.81,CN,1738844473
337,dudinka,69.4058,86.1778,-17.71,97,100,3.63,RU,1738844474
338,sinabang,2.4803,96.3801,26.84,82,64,1.77,ID,1738844475
339,luanda,-8.8368,13.2343,28.14,71,89,5.59,AO,1738844071
340,petoskey,45.3733,-84.9553,-5.09,85,100,1.54,US,1738844427
341,pisco,-13.7,-76.2167,23.03,88,0,1.03,PE,1738844340
342,huntington,38.4193,-82.4452,13.5,88,100,1.54,US,1738844219
343,kapuskasing,49.4169,-82.4331,-8.95,86,100,3.09,CA,1738844480
344,san julian,21.0167,-102.1667,11.91,37,5,0.85,MX,1738844481
345,newman,37.3138,-121.0208,4.47,88,18,2.59,US,1738844482
346,driefontein,-27.0177,30.4498,24.23,66,71,3.92,ZA,1738844356
347,keflavik,64.0049,-22.5624,6.24,100,100,13.38,IS,1738844486
348,sofo-birnin-gwari,11.0154,6.7804,34.01,6,0,3.07,NG,1738844487
349,lazaro cardenas,17.9583,-102.2,21.8,88,3,1.69,MX,1738844488
350,kittila,67.6647,24.8936,-1.92,86,0,6.69,FI,1738844489
351,luau,-10.7073,22.2247,20.85,88,100,2.27,AO,1738844490
352,laguna,38.421,-121.4238,4.08,93,0,3.09,US,1738844491
353,kapa'a,22.0752,-159.319,18.18,94,20,3.6,US,1738844492
354,gobabis,-22.45,18.9667,33.74,19,50,5.37,NA,1738844493
355,kourou,5.1552,-52.6478,24.76,92,98,4.05,GF,1738844494
356,broome,42.2506,-75.833,-2.99,87,100,5.14,US,1738844495
357,laojunmiao,39.8333,97.7333,-10.08,56,1,1.95,CN,1738844222
358,inirida,3.8653,-67.9239,23.44,93,91,1.46,CO,1738844497
359,kuqa,41.7278,82.9364,-5.16,80,100,0.36,CN,1738844499
360,al fallujah,33.3538,43.7795,13.74,55,79,10.32,IQ,1738844241
361,el nido,11.1858,119.3956,26.19,88,65,2.3,PH,1738844501
362,malango,-2.9627,119.9001,20.51,95,100,0.39,ID,1738844502
363,ghormach,35.7306,63.7826,15.42,26,69,4.82,AF,1738844503
364,al qusayr,34.5091,36.5798,7.29,55,91,16.56,SY,1738844504
365,skelleftea,64.7507,20.9528,3.89,91,0,4.12,SE,1738844505
366,floro,61.5996,5.0328,6.98,76,75,9.26,NO,1738844506
367,altamont,42.2068,-121.7372,-3.09,91,20,0.0,US,1738844507
368,preobrazheniye,42.9019,133.9064,-11.72,61,69,4.59,RU,1738844508
369,tosontsengel,48.7567,98.2839,-26.65,99,95,0.84,MN,1738844510
370,palmer,42.1584,-72.3287,-5.65,73,100,0.0,US,1738844511
371,cidade velha,14.9167,-23.6167,25.26,57,20,10.29,CV,1738844512
372,kuala perlis,6.4,100.1333,26.31,72,63,8.64,MY,1738844513
373,pestovo,58.5938,35.8024,-0.31,83,99,1.26,RU,1738844514
374,lompoc,34.6391,-120.4579,12.94,91,100,4.12,US,1738844515
375,touros,-5.1989,-35.4608,28.24,71,100,5.14,BR,1738844517
376,usogorsk,63.4106,48.6872,-2.93,91,100,3.37,RU,1738844359
377,haiku-pauwela,20.9219,-156.3051,18.47,87,0,1.79,US,1738844520
378,fortuna,40.5982,-124.1573,4.64,95,20,3.13,US,1738844521
379,siwa oasis,29.2041,25.5195,18.05,40,16,8.01,EG,1738844523
380,amursk,50.2261,136.8994,-10.92,74,100,13.03,RU,1738844524
381,aktau,43.65,51.2,11.32,50,55,6.97,KZ,1738844525
382,leava,-14.3,-178.1667,28.61,70,67,4.28,WF,1738844526
383,carutapera,-1.195,-46.02,26.92,85,89,2.46,BR,1738844527
384,aden,12.7794,45.0367,24.49,62,2,6.31,YE,1738844529
385,ma'rib,15.4591,45.3253,31.42,10,0,3.33,YE,1738844530
386,sandnessjoen,66.0217,12.6316,6.06,87,75,13.89,NO,1738844531
387,labrador city,52.9463,-66.9114,-19.05,71,75,5.14,CA,1738844532
388,chiras,35.4167,65.9823,-7.1,66,38,3.75,AF,1738844533
389,mossel bay,-34.1831,22.146,21.79,61,60,4.74,ZA,1738844535
390,tralee,52.2704,-9.7026,9.14,71,40,6.17,IE,1738844536
391,vihari,30.0333,72.35,22.06,12,0,2.95,PK,1738844537
392,alice springs,-23.7,133.8833,32.75,31,20,4.63,AU,1738844240
393,tamiahua,21.2667,-97.45,20.62,95,6,1.31,MX,1738844539
394,simoca,-27.2627,-65.3565,25.99,67,79,3.19,AR,1738844540
395,berdigestyakh,62.0989,126.6992,-40.54,100,34,1.09,RU,1738844542
396,bayanhongor,46.7167,100.1167,-28.94,87,33,1.71,MN,1738844332
397,cururupu,-1.8283,-44.8683,26.81,91,94,1.27,BR,1738844544
398,bani walid,31.7566,13.9942,16.03,53,0,3.1,LY,1738844545
399,baise city,23.8997,106.6133,11.2,85,100,0.52,CN,1738844546
400,muroto-misakicho,33.2833,134.15,4.76,49,80,4.73,JP,1738844547
401,mocimboa,-11.3167,40.35,28.05,84,100,4.89,MZ,1738844548
402,mount pearl,47.5166,-52.7813,-9.36,76,75,4.12,CA,1738844549
403,sterling,39.0062,-77.4286,1.0,90,100,3.6,US,1738844453
404,inverurie,57.2845,-2.3774,7.2,70,28,4.12,GB,1738844498
405,somerset east,-32.7217,25.588,17.59,93,100,4.51,ZA,1738844390
406,eirunepe,-6.6603,-69.8736,22.25,99,100,0.52,BR,1738844553
407,balakhta,55.38,91.6,-20.41,100,94,0.27,RU,1738844554
408,road town,18.4167,-64.6167,26.02,69,40,6.69,VG,1738844555
409,spanish wells,26.323,-81.7957,17.23,94,3,3.11,US,1738844557
410,kolonia,50.9333,6.95,6.36,88,75,3.09,DE,1738844558
411,tolanaro,-25.0319,46.9987,28.04,83,40,8.23,MG,1738844559
412,mana,5.6592,-53.7767,25.29,90,86,4.48,GF,1738844560
413,balikpapan,-1.2675,116.8289,26.55,89,20,1.54,ID,1738844561
414,odienne,9.51,-7.5692,32.76,10,65,3.44,CI,1738844563
415,mariinsk,56.2139,87.7472,-21.03,99,12,0.27,RU,1738844564
416,poso,-1.3959,120.7524,26.3,86,100,1.89,ID,1738844565
417,noumea,-22.2763,166.4572,27.78,99,100,3.13,NC,1738844566
418,puerto aysen,-45.4,-72.7,7.76,100,99,2.28,CL,1738844567
419,tangalle,6.024,80.7911,27.22,77,68,5.56,LK,1738844568
420,alaghsas,17.0187,8.0168,28.94,12,44,11.32,NE,1738844569
421,nemuro,43.3236,145.575,-1.43,63,52,5.09,JP,1738844570
422,hpa-an,16.8906,97.6333,24.0,60,13,2.57,MM,1738844571
423,east ballina,-28.8667,153.5833,23.58,78,5,3.42,AU,1738844572
424,horodnytsya,50.807,27.3168,-0.21,64,72,1.44,UA,1738844573
425,ustka,54.5805,16.8619,5.01,77,86,3.89,PL,1738844574
426,la ronge,55.1001,-105.2842,-14.86,85,100,5.66,CA,1738844575
427,tionk essil,12.7856,-16.5217,32.23,9,0,6.48,SN,1738844576
428,narvik,68.4384,17.4272,7.43,100,100,4.72,NO,1738844578
429,mount isa,-20.7333,139.5,25.87,94,100,3.6,AU,1738844579
430,aasiaat,68.7098,-52.8699,-29.86,99,100,3.25,GL,1738844580
431,xiahu,26.6106,119.9483,9.13,90,100,3.97,CN,1738844581
432,szczebrzeszyn,50.695,22.9795,1.58,74,99,1.28,PL,1738844582
433,rakops,-21.0167,24.3333,35.91,24,52,5.62,BW,1738844583
434,miandrivazo,-19.5167,45.4667,27.89,74,100,2.02,MG,1738844584
435,bereznik,62.8551,42.7072,-1.67,81,100,3.18,RU,1738844478
436,bayan,46.0833,127.4,-18.88,97,100,3.34,CN,1738844586
437,verkhniy baskunchak,48.2256,46.7217,0.4,61,32,6.08,RU,1738844588
438,sitka,57.0531,-135.33,-1.06,74,0,1.54,US,1738844589
439,cannonvale,-20.2833,148.7,24.66,92,100,4.15,AU,1738844590
440,mont-dore,-22.2833,166.5833,27.78,99,100,2.73,NC,1738844591
441,kerrville,30.0474,-99.1403,17.73,96,100,2.06,US,1738844593
442,siyabuswa,-25.1132,29.0445,31.6,41,58,2.48,ZA,1738844594
443,kochenevo,55.0218,82.202,-14.34,92,5,3.49,RU,1738844595
444,bubaque,11.2833,-15.8333,24.89,52,19,5.38,GW,1738844596
445,nar'yan-mar,67.6713,53.087,-6.15,83,100,9.04,RU,1738844597
446,akjoujt,19.6969,-14.4164,26.16,9,0,8.76,MR,1738844599
447,mizan teferi,6.9833,35.5833,30.77,22,65,3.24,ET,1738844601
448,dire,12.2833,-10.9667,33.04,10,75,2.63,ML,1738844602
449,fountainhead-orchard hills,39.6864,-77.719,1.03,92,100,4.12,US,1738844603
450,carolina beach,34.0352,-77.8936,8.03,90,100,1.72,US,1738844604
451,san mateo del mar,16.2,-95.0,25.4,74,7,9.53,MX,1738844605
452,kavaratti,10.5669,72.642,27.54,67,2,1.6,IN,1738844606
453,rethymno,35.3647,24.4714,9.98,54,58,12.36,GR,1738844468
454,ixtapa,20.7,-105.2,16.79,80,0,1.32,MX,1738844608
455,hotan,37.0997,79.9269,0.1,42,100,3.42,CN,1738844385
456,umba,66.6871,34.3429,-3.82,90,7,3.5,RU,1738844611
457,milford,41.2223,-73.0565,-1.64,90,100,2.06,US,1738844599
458,cumra,37.5732,32.7745,1.0,38,92,9.65,TR,1738844613
459,labytnangi,66.6572,66.4183,-11.24,95,99,3.24,RU,1738844614
460,kohima,25.6667,94.1167,12.04,67,10,0.53,IN,1738844615
461,altai,46.3722,96.2583,-20.53,68,1,1.2,MN,1738844616
462,acarau,-2.8856,-40.12,27.73,73,60,5.32,BR,1738844416
463,yichun,47.7,128.9,-18.49,97,100,1.98,CN,1738844488
464,dois corregos,-22.3661,-48.3803,22.51,84,100,1.17,BR,1738844619
465,salinopolis,-0.6136,-47.3561,26.6,87,100,4.12,BR,1738844620
466,jijiga,9.35,42.8,27.41,14,51,2.12,ET,1738844621
467,wellington,-41.2866,174.7756,15.81,88,20,5.14,NZ,1738844402
468,ebon,4.582,168.6964,26.91,84,80,9.8,MH,1738844625
469,nema,57.5067,50.5011,-5.26,95,99,1.12,RU,1738844626
470,puerto quijarro,-17.7833,-57.7667,23.71,93,100,2.19,BO,1738844627
471,qamdo,31.1667,97.2333,3.68,23,0,4.14,CN,1738844628
472,ghat,24.9647,10.1728,22.26,20,44,4.1,LY,1738844630
473,inari,68.906,27.0288,-2.08,78,50,6.19,FI,1738844631
474,bathsheba,13.2167,-59.5167,28.34,65,40,8.75,BB,1738844632
475,meridianville,34.8515,-86.5722,18.05,88,75,5.14,US,1738844633
476,fort saskatchewan,53.7168,-113.2187,-15.13,93,100,3.13,CA,1738844634
477,luderitz,-26.6481,15.1594,25.83,48,9,13.82,NA,1738844636
478,rosalie,15.3667,-61.2667,24.58,78,70,7.09,DM,1738844638
479,salekhard,66.53,66.6019,-11.75,94,99,3.74,RU,1738844639
480,marsh harbour,26.5412,-77.0636,22.02,76,8,4.32,BS,1738844641
481,erdenet,49.0333,104.0833,-27.1,87,60,1.35,MN,1738844642
482,ishigaki,24.3448,124.1572,18.07,63,100,6.17,JP,1738844643
483,santana,-0.0583,-51.1817,26.1,94,75,4.63,BR,1738844543
484,kohlu,29.8962,69.252,15.32,9,8,2.06,PK,1738844647
485,krasnystaw,50.9846,23.1742,0.48,86,100,1.31,PL,1738844648
486,nantucket,41.2835,-70.0995,0.06,64,100,6.17,US,1738844379
487,decatur,39.8403,-88.9548,2.03,93,100,5.66,US,1738844644
488,cafarnaum,-11.6936,-41.4683,22.57,69,82,4.12,BR,1738844652
489,zaozersk,69.4005,32.4476,-4.08,78,23,7.45,RU,1738844653
490,barguzin,53.6167,109.6167,-28.15,91,83,0.73,RU,1738844654
491,beledweyne,4.7358,45.2036,35.13,24,88,5.5,SO,1738844355
492,iskateley,67.6803,53.1512,-6.22,83,100,9.02,RU,1738844656
493,francistown,-21.17,27.5079,32.63,34,40,7.2,BW,1738844658
494,crane,31.3974,-102.3501,14.47,91,20,2.68,US,1738844659
495,borzya,50.3833,116.5167,-21.4,88,92,4.52,RU,1738844660
496,harpswell center,43.8018,-69.9842,-10.5,69,78,2.82,US,1738844661
497,dampit,-8.2116,112.7493,23.1,97,99,1.45,ID,1738844662
498,onguday,50.75,86.15,-14.77,93,3,1.5,RU,1738844663
499,ad darb,17.7229,42.2526,28.13,60,12,5.31,SA,1738844664
500,peace river,56.2501,-117.286,-16.3,95,75,1.03,CA,1738844665
501,twon-brass,4.3151,6.2418,29.15,75,63,4.76,NG,1738844666
502,basco,20.4487,121.9702,22.73,82,100,11.28,PH,1738844667
503,jawhar,2.7809,45.5005,36.71,24,60,6.45,SO,1738844668
504,pauini,-7.7136,-66.9764,22.11,97,100,0.53,BR,1738844669
505,oranjemund,-28.55,16.4333,20.66,63,0,8.86,NA,1738844670
506,lubao,14.9167,120.55,27.84,79,73,2.58,PH,1738844672
507,villa gesell,-37.2639,-56.973,20.06,72,0,1.7,AR,1738844673
508,zabid,14.1951,43.3152,29.82,37,0,7.86,YE,1738844674
509,carthage,36.8611,10.3316,15.74,63,20,2.57,TN,1738844675
510,swakopmund,-22.6833,14.5333,19.41,82,64,5.14,NA,1738844676
511,cockburn town,21.4612,-71.1419,23.98,83,40,7.2,TC,1738844677
512,timimoun,29.2639,0.231,17.21,39,20,9.26,DZ,1738844678
513,messaad,34.1543,3.5031,10.98,49,49,0.77,DZ,1738844679
514,kuzovatovo,53.5468,47.6866,-6.05,85,75,3.54,RU,1738844680
515,lorengau,-2.0226,147.2712,27.85,73,67,2.04,PG,1738844681
516,piti village,13.4626,144.6933,27.03,89,87,7.88,GU,1738844384
517,bangkalan,-7.0455,112.7351,26.49,87,81,5.92,ID,1738844683
518,mahina,-17.5065,-149.489,25.87,78,0,1.54,PF,1738844684
519,hecun,36.5333,114.1111,-1.24,16,0,7.79,CN,1738844685
520,kirakira,-10.4544,161.9205,26.86,81,100,1.45,SB,1738844686
521,kununurra,-15.7667,128.7333,25.99,94,97,5.14,AU,1738844687
522,clovis,36.8252,-119.7029,8.94,90,75,2.06,US,1738844688
523,constantia,44.1833,28.65,0.39,56,53,8.31,RO,1738844523
524,ambon,-3.6954,128.1814,28.82,95,40,2.57,ID,1738844690
525,schleiz,50.5833,11.8167,2.62,89,100,3.5,DE,1738844691
526,kingston,17.997,-76.7936,25.53,69,75,3.6,JM,1738844693
527,kill devil hills,36.0307,-75.676,5.55,99,100,0.0,US,1738844694
528,afua,-0.1567,-50.3867,26.27,87,61,1.72,BR,1738844695
529,mabaruma,8.2,-59.7833,24.96,85,100,0.76,GY,1738844696
530,govardhan,27.5,77.4667,19.07,30,0,4.46,IN,1738844697
531,kolda,12.8833,-14.95,31.17,13,0,4.12,SN,1738844698
532,brookings,44.3114,-96.7984,-13.86,77,0,6.17,US,1738844699
533,machagai,-26.9261,-60.0496,32.59,41,14,3.16,AR,1738844700
534,saint-pierre,-21.3393,55.4781,31.82,66,75,6.17,RE,1738844701
535,saskatoon,52.1168,-106.6345,-17.79,77,100,8.23,CA,1738844301
536,mbaiki,3.8678,17.9892,39.12,9,46,2.28,CF,1738844476
537,bovalino,38.149,16.174,11.28,68,7,3.05,IT,1738844704
538,kharp,66.8014,65.8081,-10.04,95,100,1.68,RU,1738844705
539,wild rose,44.1786,-89.249,-4.28,92,99,5.26,US,1738844707
540,xining,36.6167,101.7667,-5.83,58,100,2.72,CN,1738844708
541,ola,59.5833,151.2833,-22.9,78,13,4.91,RU,1738844709
542,katghora,22.5,82.55,27.43,19,0,3.48,IN,1738844710
543,zeya,53.75,127.2667,-13.02,84,100,2.53,RU,1738844711
544,northam,51.0333,-4.2167,7.67,71,0,3.13,GB,1738844712
545,minas de marcona,-15.2119,-75.1103,18.68,80,100,2.63,PE,1738844713
546,mthatha,-31.5889,28.7844,18.05,92,100,0.49,ZA,1738844715
547,horta,38.5333,-28.6333,17.8,92,40,5.36,PT,1738844716
548,suva,-18.1416,178.4415,24.71,100,40,2.57,FJ,1738844717
549,belo sur tsiribihina,-19.7,44.55,26.99,77,100,3.48,MG,1738844718
550,shingu,33.7333,135.9833,1.67,55,64,3.88,JP,1738844719
551,sao pedro,-22.5486,-47.9139,24.51,75,100,1.07,BR,1738844720
552,novomoskovs'k,48.6167,35.2,0.98,54,89,5.55,UA,1738844721
553,veinticinco de mayo,-35.4323,-60.1727,20.55,100,0,0.77,AR,1738844722
554,banda aceh,5.5577,95.3222,26.69,82,87,7.14,ID,1738844724
555,dabat,12.9842,37.765,23.3,18,33,4.47,ET,1738844726
556,palu,-0.8917,119.8707,25.14,96,100,0.46,ID,1738844727
557,zhangjiakou shi xuanhua qu,40.6103,115.0447,-15.99,33,56,10.37,CN,1738844728
558,san martin de los andes,-40.1604,-71.3486,7.68,78,69,3.21,AR,1738844729
559,batesville,35.7698,-91.641,15.6,100,69,2.37,US,1738844640
560,manavalakurichi,8.1333,77.3,28.64,63,74,2.19,IN,1738844731
561,eusebio,-3.89,-38.4506,25.92,83,75,6.17,BR,1738844646
562,tabou,4.423,-7.3528,29.92,64,98,2.31,CI,1738844733
563,egilsstadir,65.2653,-14.3948,12.95,47,75,21.61,IS,1738844734
564,gejiu,23.306,103.1635,9.04,94,57,2.23,CN,1738844735
565,kamiiso,41.8167,140.65,-0.79,74,75,7.72,JP,1738844736
566,khorixas,-20.3667,14.9667,32.54,36,42,1.78,NA,1738844737
567,tol'yatti,53.5303,49.3461,-5.96,88,23,1.83,RU,1738844658
568,kot samaba,28.5522,70.4684,24.06,7,32,2.93,PK,1738844740
569,huarmey,-10.0681,-78.1522,21.94,83,100,0.84,PE,1738844742
570,naze,28.3667,129.4833,10.51,57,66,4.8,JP,1738844743
571,kolosovka,56.4678,73.611,-13.91,98,73,1.89,RU,1738844535
572,tindouf,27.6711,-8.1474,18.25,24,0,4.12,DZ,1738844745
573,el estor,15.5333,-89.35,19.86,89,100,1.34,GT,1738844746
574,wenling,28.3669,121.36,7.65,65,100,2.18,CN,1738844747
575,shenjiamen,29.9576,122.298,4.91,45,100,0.62,CN,1738844748
576,salym,60.0625,71.4789,-8.35,98,99,1.74,RU,1738844749
577,karasuk,53.7377,78.0403,-17.51,86,1,4.37,RU,1738844750
578,illapel,-31.6308,-71.1653,20.16,52,0,1.35,CL,1738844471
579,rupert,42.6191,-113.6772,-4.03,74,0,0.0,US,1738844752
580,langepas,61.2544,75.2124,-10.01,98,99,2.18,RU,1738844753
581,homer,59.6425,-151.5483,-6.06,79,0,0.0,US,1738844754
582,bamboo flat,11.7,92.7167,28.05,57,40,1.03,IN,1738844755
583,vegreville,53.5001,-112.0518,-16.97,78,100,3.6,CA,1738844756
584,port shepstone,-30.7414,30.455,23.3,85,100,4.32,ZA,1738844760
585,tiganesti,43.9,25.3667,4.49,53,12,2.75,RO,1738844761
586,lichinga,-13.3128,35.2406,21.3,87,99,2.84,MZ,1738844762
587,tazacorte,28.629,-17.9293,19.54,70,75,4.12,ES,1738844763
588,kailua-kona,19.6406,-155.9956,20.31,70,9,0.89,US,1738844482
589,roma,43.2128,-75.4557,-7.92,85,100,3.6,US,1738844751
590,soe,-9.8607,124.284,19.45,96,99,1.02,ID,1738844766
591,thunder bay,48.4001,-89.3168,-9.01,92,100,1.54,CA,1738844492
592,yanchep,-31.55,115.6833,22.52,87,0,1.95,AU,1738844768
